_ROW,_FIVETRAN_SYNCED,EXPOSED_,EXPOSED_FILTER,WEIGHT_SET,CONTROL_,EXPOSED_N,LIMITING_FILTER,STATISTICAL_SIGNIFICANCE,FOLDER_NAME,CONTROL_N,LIFT,SID,FILTER,DELTA,METRIC,CONTROL_FILTER,CID,TIMESTAMP,TIMESTAMP_DATE,CHANNEL,METRIC_CLEAN,IS_SIGNIFICANT
47433,2025-12-03 22:52:49.537000000,0.956,XM: 3. TV Exposed,XM: 3. TV (4/1/25-6/30/25),0.949,1851,Timestamp: 4/1/25-6/30/25,0.680130422,Past Brand Usage,1541,0.008,374821,Instacart,0.007,Aided Awareness,XM: 3. TV Control,79821,2025-04-01,2025-04-01,Tv,Aided Awareness,False
28432,2025-12-03 22:52:49.503000000,0.953,XM: 2. Social Exposed,XM: 2. Social (3/1/25 - 3/31/25),0.91,602,Timestamp: 3/1/25-3/31/25,0.964688789,DashPass Benefit Awareness,151,0.048,374821,$0 Delivery + 1 Other Benefit (DP users),0.044,BA MDS: Meets needs,XM: 2. Social Control,79821,2025-03-01,2025-03-01,Social,BA MDS: Meets needs,False
21224,2025-12-03 22:52:49.490000000,0.508,XM Combos (Through 6/30): 4. Digital Exposed ONLY,XM: 4. Digital ONLY (4/1/25-6/30/25),0.453,309,Timestamp: 4/1/25-6/30/25,0.877338561,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control ",513,0.123,374821,20+,0.056,More than Restaurant Consideration,XM Combos (Through 6/30): 4. Digital Control ONLY,79821,2025-04-01,2025-04-01,Digital,More than Restaurant Consideration,False
43687,2025-12-03 22:52:49.531000000,0.856,XM: 3. TV Exposed,XM: 3. TV (4/1/25-6/30/25),0.837,2751,Timestamp: 4/1/25-6/30/25,0.947482213,Any,2626,0.023,374821,Any,0.019,DashPass Aided Awareness,XM: 3. TV Control,79821,2025-04-01,2025-04-01,Tv,DashPass Aided Awareness,False
29159,2025-12-03 22:52:49.504000000,0.34,XM: 2. Social Exposed,XM: 2. Social (3/1/25 - 3/31/25),0.386,635,Timestamp: 3/1/25-3/31/25,0.783550394,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control ",228,-0.118,374821,20+,-0.046,More than Restaurant Aided Awareness: Health & Medicine,XM: 2. Social Control,79821,2025-03-01,2025-03-01,Social,More than Restaurant Aided Awareness: Health & Medicine,False
12373,2025-12-03 22:52:49.465000000,0.419,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),0.492,31,Timestamp: 2/1/25-2/28/25,,Children in HH,23,-0.148,374821," Yes, age 13-17",-0.073,BA: Is an essential part of my life,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,BA: Is an essential part of my life,False
8635,2025-12-03 22:52:49.454000000,0.202,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (4/1/25-4/30/25),0.184,109,Timestamp: 4/1/25-4/30/25,,DashPass Use,40,0.096,374821,Have not heard of it,0.018,More than Restaurant Aided Awareness: Baby Supplies,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-04-01,2025-04-01,Any,More than Restaurant Aided Awareness: Baby Supplies,False
39150,2025-12-03 22:52:49.522000000,0.345,XM: 3. TV Exposed,XM: 3. TV (2/1/25-2/28/25),0.302,165,Timestamp: 2/1/25-2/28/25,0.537687655,Past Brand Recency - Uber Eats,101,0.145,374821,Less than once a week,0.044,More than Restaurant Consideration: Baby Supplies,XM: 3. TV Control,79821,2025-02-01,2025-02-01,Tv,More than Restaurant Consideration: Baby Supplies,False
24505,2025-12-03 22:52:49.496000000,0.286,XM: 2. Social Exposed,XM: 2. Social (2/1/25-2/28/25),0.238,63,Timestamp: 2/1/25-2/28/25,0.474156225,DashPass Use,77,0.198,374821,Have not heard of it,0.047,More than Restaurant Aided Awareness: Household Essentials,XM: 2. Social Control,79821,2025-02-01,2025-02-01,Social,More than Restaurant Aided Awareness: Household Essentials,False
47085,2025-12-03 22:52:49.536000000,0.376,XM: 3. TV Exposed,XM: 3. TV (4/1/25-6/30/25),0.326,431,Timestamp: 4/1/25-6/30/25,0.84357085,Past Brand Recency - Uber Eats,316,0.154,374821,Less than once a week,0.05,More than Restaurant Consideration: Flowers,XM: 3. TV Control,79821,2025-04-01,2025-04-01,Tv,More than Restaurant Consideration: Flowers,False
38234,2025-12-03 22:52:49.521000000,0.385,XM: 3. TV Exposed,XM: 3. TV (2/1/25-2/28/25),0.354,301,Timestamp: 2/1/25-2/28/25,0.549405233,Past Brand Recency - Amazon,233,0.09,374821,Once a week,0.032,DashPass Worth,XM: 3. TV Control,79821,2025-02-01,2025-02-01,Tv,DashPass Worth,False
10370,2025-12-03 22:52:49.459000000,0.336,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (4/1/25-4/30/25),0.453,259,Timestamp: 4/1/25-4/30/25,,Past Brand Recency - Amazon,42,-0.258,374821,Less than once a week,-0.117,More than Restaurant Aided Awareness: Flowers,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-04-01,2025-04-01,Any,More than Restaurant Aided Awareness: Flowers,False
34496,2025-12-03 22:52:49.514000000,0.464,XM: 2. Social Exposed,XM: 2. Social (4/1/25-6/30/25),0.477,1254,Timestamp: 4/1/25-6/30/25,0.33462813,Past Brand Recency - DoorDash,362,-0.027,374821,Once a week,-0.013,More than Restaurant Consideration: Packaged Food & Non-Alcoholic Beverages,XM: 2. Social Control,79821,2025-04-01,2025-04-01,Social,More than Restaurant Consideration: Packaged Food & Non-Alcoholic Beverages,False
42431,2025-12-03 22:52:49.529000000,0.465,XM: 3. TV Exposed,XM: 3. TV (3/1/25 - 3/31/25),0.385,228,Timestamp: 3/1/25-3/31/25,0.882763832,Past Brand Recency - DoorDash,164,0.206,374821,Once a week,0.079,More than Restaurant Consideration: Alcoholic Beverages,XM: 3. TV Control,79821,2025-03-01,2025-03-01,Tv,More than Restaurant Consideration: Alcoholic Beverages,False
3031,2025-12-03 22:52:49.435000000,0.73,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (2/1/25-2/28/25),0.678,441,Timestamp: 2/1/25-2/28/25,,Past Brand Recency - Grubhub,33,0.077,374821,Once a week,0.052,DashPass Benefits Awareness: Ability to add someone in your household to your DashPass membership for free,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-02-01,2025-02-01,Any,DashPass Benefits Awareness: Ability to add someone in your household to your DashPass membership for free,False
36231,2025-12-03 22:52:49.517000000,0.414,XM: 3. TV Exposed,XM: 3. TV (2/1/25-2/28/25),0.323,471,Timestamp: 2/1/25-2/28/25,0.989599014,Children in HH,306,0.283,374821," Yes, age 7-12",0.091,More than Restaurant Consideration: Alcoholic Beverages,XM: 3. TV Control,79821,2025-02-01,2025-02-01,Tv,More than Restaurant Consideration: Alcoholic Beverages,False
10966,2025-12-03 22:52:49.461000000,0.72,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (4/1/25-4/30/25),0.474,339,Timestamp: 4/1/25-4/30/25,,Past Brand Recency - Grubhub,21,0.519,374821,Once a week,0.246,DashPass Benefits Awareness: Max [HBO] subscription included at no extra cost,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-04-01,2025-04-01,Any,DashPass Benefits Awareness: Max [HBO] subscription included at no extra cost,False
18901,2025-12-03 22:52:49.486000000,0.429,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (3/1/25 - 3/31/25),0.769,7,Timestamp: 3/1/25-3/31/25,,Past Brand Recency - Grubhub,13,-0.443,374821,Once a week,-0.341,DashPass Benefits Awareness: Access to exclusive deals for DashPass members,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-03-01,2025-03-01,Digital,DashPass Benefits Awareness: Access to exclusive deals for DashPass members,False
7240,2025-12-03 22:52:49.450000000,0.816,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (3/1/25 - 3/31/25),0.779,403,Timestamp: 3/1/25-3/31/25,,Past Brand Recency - Instacart,22,0.047,374821,Once a week,0.037,DashPass Benefits: Saves subscription members more money than non-members who use the delivery service,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-03-01,2025-03-01,Any,DashPass Benefits: Saves subscription members more money than non-members who use the delivery service,False
15175,2025-12-03 22:52:49.474000000,0.611,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),0.782,18,Timestamp: 2/1/25-2/28/25,,Past Brand Recency - Instacart,13,-0.219,374821,Once a week,-0.171,DashPass Benefits: Consistently adds valuable perks and benefits for members,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,DashPass Benefits: Consistently adds valuable perks and benefits for members,False
26987,2025-12-03 22:52:49.500000000,0.372,XM: 2. Social Exposed,XM: 2. Social (2/1/25-2/28/25),0.347,199,Timestamp: 2/1/25-2/28/25,0.31638379,Past Brand Recency - Instacart,93,0.071,374821,Less than once a week,0.025,More than Restaurant Aided Awareness: Baby Supplies,XM: 2. Social Control,79821,2025-02-01,2025-02-01,Social,More than Restaurant Aided Awareness: Baby Supplies,False
36827,2025-12-03 22:52:49.518000000,0.0,XM: 3. TV Exposed,XM: 3. TV (2/1/25-2/28/25),0.0,0,Timestamp: 2/1/25-2/28/25,,Delivery Category,0,0.0,374821,None of the above,0.0,DashPass Actions – Saw a Deal,XM: 3. TV Control,79821,2025-02-01,2025-02-01,Tv,DashPass Actions – Saw a Deal,False
13629,2025-12-03 22:52:49.469000000,0.375,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),0.403,16,Timestamp: 2/1/25-2/28/25,,Ethnicity,10,-0.068,374821,Hispanic,-0.028,DashPass Benefits Awareness: $0 delivery fees on eligible orders,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,DashPass Benefits Awareness: $0 delivery fees on eligible orders,False
31045,2025-12-03 22:52:49.508000000,0.04,XM: 2. Social Exposed,XM: 2. Social (3/1/25 - 3/31/25),0.018,347,Timestamp: 3/1/25-3/31/25,,Past Brand Recency - Instacart,71,1.265,374821,Once a week,0.023,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP aware non-users),XM: 2. Social Control,79821,2025-03-01,2025-03-01,Social,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP aware non-users),False
41036,2025-12-03 22:52:49.526000000,0.571,XM: 3. TV Exposed,XM: 3. TV (3/1/25 - 3/31/25),0.508,231,Timestamp: 3/1/25-3/31/25,0.821393512,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control ",211,0.126,374821,10-19,0.064,DashPass Benefits Awareness: Max [HBO] subscription included at no extra cost,XM: 3. TV Control,79821,2025-03-01,2025-03-01,Tv,DashPass Benefits Awareness: Max [HBO] subscription included at no extra cost,False
9601,2025-12-03 22:52:49.457000000,0.709,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (4/1/25-4/30/25),0.555,268,Timestamp: 4/1/25-4/30/25,,Ethnicity,31,0.277,374821,Black/African American,0.154,DashPass Benefits Awareness: Access to exclusive deals for DashPass members,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-04-01,2025-04-01,Any,DashPass Benefits Awareness: Access to exclusive deals for DashPass members,False
21564,2025-12-03 22:52:49.490000000,0.3,XM Combos (Through 6/30): 4. Digital Exposed ONLY,XM: 4. Digital ONLY (4/1/25-6/30/25),0.326,50,Timestamp: 4/1/25-6/30/25,0.217347221,Ethnicity,50,-0.079,374821,Hispanic,-0.026,"DashPass Benefits: Provides more value than other non-delivery subscription services (e.g. TV streaming, audio streaming, fitness, fashion, etc)",XM Combos (Through 6/30): 4. Digital Control ONLY,79821,2025-04-01,2025-04-01,Digital,"DashPass Benefits: Provides more value than other non-delivery subscription services (e.g. TV streaming, audio streaming, fitness, fashion, etc)",False
35462,2025-12-03 22:52:49.516000000,0.375,XM: 2. Social Exposed,XM: 2. Social (4/1/25-6/30/25),0.406,3878,Timestamp: 4/1/25-6/30/25,0.95084846,Past Brand Usage,1237,-0.077,374821,DoorDash,-0.031,Unaided Brand Awareness (Any Mention) - Uber Eats,XM: 2. Social Control,79821,2025-04-01,2025-04-01,Social,Unaided Brand Awareness (Any Mention) - Uber Eats,False
29499,2025-12-03 22:52:49.505000000,0.66,XM: 2. Social Exposed,XM: 2. Social (3/1/25 - 3/31/25),0.629,156,Timestamp: 3/1/25-3/31/25,0.321272805,Ethnicity,54,0.05,374821,Hispanic,0.031,DashPass Benefits: Save more than other delivery subscription services,XM: 2. Social Control,79821,2025-03-01,2025-03-01,Social,DashPass Benefits: Save more than other delivery subscription services,False
1775,2025-12-03 22:52:49.428000000,0.641,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (2/1/25-2/28/25),0.856,39,Timestamp: 2/1/25-2/28/25,,Ethnicity,10,-0.251,374821,Native American,-0.215,DashPass Aided Awareness,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-02-01,2025-02-01,Any,DashPass Aided Awareness,False
43397,2025-12-03 22:52:49.530000000,0.246,XM: 3. TV Exposed,XM: 3. TV (3/1/25 - 3/31/25),0.216,680,Timestamp: 3/1/25-3/31/25,0.770995144,Past Brand Usage,496,0.139,374821,DoorDash,0.03,Unaided Brand Awareness (Any Mention) - Instacart,XM: 3. TV Control,79821,2025-03-01,2025-03-01,Tv,Unaided Brand Awareness (Any Mention) - Instacart,False
9710,2025-12-03 22:52:49.458000000,0.611,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (4/1/25-4/30/25),1.0,36,Timestamp: 4/1/25-4/30/25,,Ethnicity,1,-0.389,374821,Native American,-0.389,BA MDS: Sets trends,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-04-01,2025-04-01,Any,BA MDS: Sets trends,False
6463,2025-12-03 22:52:49.446000000,0.35,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (3/1/25 - 3/31/25),0.343,520,Timestamp: 3/1/25-3/31/25,0.095247044,Past Brand Recency - Amazon,71,0.021,374821,Once a week,0.007,More than Restaurant Aided Awareness: Household Essentials,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-03-01,2025-03-01,Any,More than Restaurant Aided Awareness: Household Essentials,False
14398,2025-12-03 22:52:49.471000000,0.286,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),0.391,28,Timestamp: 2/1/25-2/28/25,,Past Brand Recency - Amazon,32,-0.268,374821,Once a week,-0.105,More than Restaurant Aided Awareness: Personal Care & Beauty,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,More than Restaurant Aided Awareness: Personal Care & Beauty,False
35571,2025-12-03 22:52:49.516000000,0.063,XM: 2. Social Exposed,XM: 2. Social (4/1/25-6/30/25),0.103,3248,Timestamp: 4/1/25-6/30/25,0.999885783,Past Brand Usage,896,-0.385,374821,Instacart,-0.039,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP aware non-users),XM: 2. Social Control,79821,2025-04-01,2025-04-01,Social,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP aware non-users),False
43506,2025-12-03 22:52:49.530000000,0.506,XM: 3. TV Exposed,XM: 3. TV (3/1/25 - 3/31/25),0.454,557,Timestamp: 3/1/25-3/31/25,0.885858008,Past Brand Usage,396,0.114,374821,Instacart,0.052,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP users),XM: 3. TV Control,79821,2025-03-01,2025-03-01,Tv,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP users),False
13462,2025-12-03 22:52:49.468000000,0.214,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),0.382,14,Timestamp: 2/1/25-2/28/25,,Ethnicity,12,-0.44,374821,Asian,-0.168,Affinity,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,Affinity,False
40579,2025-12-03 22:52:49.525000000,0.883,XM: 3. TV Exposed,XM: 3. TV (3/1/25 - 3/31/25),0.89,180,Timestamp: 3/1/25-3/31/25,0.15502361,DashPass Use,174,-0.007,374821,Used in the past but do not use now,-0.007,BA: Offers a wide selection of brands or stores across a variety of categories,XM: 3. TV Control,79821,2025-03-01,2025-03-01,Tv,BA: Offers a wide selection of brands or stores across a variety of categories,False
29332,2025-12-03 22:52:49.504000000,0.68,XM: 2. Social Exposed,XM: 2. Social (3/1/25 - 3/31/25),0.66,50,Timestamp: 3/1/25-3/31/25,,Ethnicity,25,0.031,374821,Asian,0.02,Consideration (Top 2 Box),XM: 2. Social Control,79821,2025-03-01,2025-03-01,Social,Consideration (Top 2 Box),False
14239,2025-12-03 22:52:49.471000000,0.0,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),0.431,4,Timestamp: 2/1/25-2/28/25,,Gender,3,-1.0,374821,Prefer not to answer,-0.431,DashPass Aided Awareness (DD aware non-users),XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,DashPass Aided Awareness (DD aware non-users),False
39323,2025-12-03 22:52:49.523000000,0.402,XM: 3. TV Exposed,XM: 3. TV (2/1/25-2/28/25),0.352,989,Timestamp: 2/1/25-2/28/25,0.964722489,Past Brand Usage,697,0.144,374821,Amazon,0.051,More than Restaurant Aided Awareness: Household Essentials,XM: 3. TV Control,79821,2025-02-01,2025-02-01,Tv,More than Restaurant Aided Awareness: Household Essentials,False
19191,2025-12-03 22:52:49.486000000,0.857,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (3/1/25 - 3/31/25),0.615,7,Timestamp: 3/1/25-3/31/25,,Past Brand Recency - Instacart,13,0.393,374821,Several times a week,0.242,BA: Has my favorite brands or stores,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-03-01,2025-03-01,Digital,BA: Has my favorite brands or stores,False
3023,2025-12-03 22:52:49.435000000,0.785,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (2/1/25-2/28/25),0.801,441,Timestamp: 2/1/25-2/28/25,,Past Brand Recency - Grubhub,33,-0.021,374821,Once a week,-0.017,DashPass Benefits: Consistently adds valuable perks and benefits for members,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-02-01,2025-02-01,Any,DashPass Benefits: Consistently adds valuable perks and benefits for members,False
27126,2025-12-03 22:52:49.500000000,0.833,XM: 2. Social Exposed,XM: 2. Social (2/1/25-2/28/25),0.913,401,Timestamp: 2/1/25-2/28/25,,Past Brand Recency - Instacart,46,-0.088,374821,Several times a week,-0.081,BA: Makes my life easier,XM: 2. Social Control,79821,2025-02-01,2025-02-01,Social,BA: Makes my life easier,False
10958,2025-12-03 22:52:49.461000000,0.805,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (4/1/25-4/30/25),0.748,339,Timestamp: 4/1/25-4/30/25,,Past Brand Recency - Grubhub,21,0.077,374821,Once a week,0.058,DashPass Benefits: Makes members' lives better,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-04-01,2025-04-01,Any,DashPass Benefits: Makes members' lives better,False
7719,2025-12-03 22:52:49.452000000,0.866,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (3/1/25 - 3/31/25),0.833,1095,Timestamp: 3/1/25-3/31/25,0.709019478,Past Brand Usage,141,0.039,374821,Grubhub,0.033,BA: Offers a wide selection of brands or stores across a variety of categories,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-03-01,2025-03-01,Any,BA: Offers a wide selection of brands or stores across a variety of categories,False
45052,2025-12-03 22:52:49.533000000,0.774,XM: 3. TV Exposed,XM: 3. TV (4/1/25-6/30/25),0.769,1428,Timestamp: 4/1/25-6/30/25,0.241588611,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control ",1292,0.006,374821,20+,0.005,DashPass Aided Awareness (DD users),XM: 3. TV Control,79821,2025-04-01,2025-04-01,Tv,DashPass Aided Awareness (DD users),False
23589,2025-12-03 22:52:49.494000000,0.276,XM Combos (Through 6/30): 4. Digital Exposed ONLY,XM: 4. Digital ONLY (4/1/25-6/30/25),0.281,192,Timestamp: 4/1/25-6/30/25,0.078037736,Past Brand Usage,190,-0.016,374821,Grubhub,-0.004,More than Restaurant Consideration: Pet Supplies,XM Combos (Through 6/30): 4. Digital Control ONLY,79821,2025-04-01,2025-04-01,Digital,More than Restaurant Consideration: Pet Supplies,False
31524,2025-12-03 22:52:49.508000000,0.339,XM: 2. Social Exposed,XM: 2. Social (3/1/25 - 3/31/25),0.372,881,Timestamp: 3/1/25-3/31/25,0.683157235,Past Brand Usage,283,-0.088,374821,Grubhub,-0.033,More than Restaurant Consideration: Baby Supplies,XM: 2. Social Control,79821,2025-03-01,2025-03-01,Social,More than Restaurant Consideration: Baby Supplies,False
5064,2025-12-03 22:52:49.442000000,0.174,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (3/1/25 - 3/31/25),0.054,46,Timestamp: 3/1/25-3/31/25,,Delivery Category,11,2.224,374821,None of the above,0.12,DashPass Worth,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-03-01,2025-03-01,Any,DashPass Worth,False
12999,2025-12-03 22:52:49.467000000,0.0,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),0.186,15,Timestamp: 2/1/25-2/28/25,,Delivery Category,19,-1.0,374821,None of the above,-0.186,DashPass Aided Awareness (DD aware non-users),XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,DashPass Aided Awareness (DD aware non-users),False
18456,2025-12-03 22:52:49.485000000,0.269,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (3/1/25 - 3/31/25),0.292,26,Timestamp: 3/1/25-3/31/25,,Past Brand Recency - Amazon,24,-0.077,374821,Several times a week,-0.022,DashPass Worth,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-03-01,2025-03-01,Digital,DashPass Worth,False
